交通調査基本区間番号,路線名,起点側／路線名等,終点側／路線名等,市区町村コード,自動車専用道路の別,区間延長（ｋｍ）,上り／交通量観測地点地名,上り／２４時間自動車類交通量／合計（台）,下り／交通量観測地点地名,下り／２４時間自動車類交通量／合計（台）,２４時間自動車類交通量（上下合計）／合計（台）,昼夜率,混雑度,朝夕（混雑時）／上り／旅行速度／合計（ｋｍ／ｈ）,朝夕（混雑時）／下り／旅行速度／合計（ｋｍ／ｈ）,幅員構成／道路部幅員（ｍ）,指定最高速度（ｋｍ／ｈ）
31601030010,若桜湯村温泉線,若桜停車場線,一般国道２９号,31325,0,0.4,,101,,93,194,1.11,1.24,17.2,13.1,5.9,30
31601030020,若桜湯村温泉線,一般国道２９号,,31325,0,9.3,八頭郡若桜町赤松,94,八頭郡若桜町赤松,99,193,1.11,0.47,32.9,31,6.4,60
31601030040,若桜湯村温泉線,,,31325,0,2.4,八頭郡若桜町赤松,94,八頭郡若桜町赤松,99,193,1.11,0.47,16.8,17.9,6.4,60
31601040010,西伯伯太線,一般国道１８０号,西伯伯太線,31389,0,4.7,,57,,49,106,1.09,0.02,39.6,34.2,10.25,40
31601050010,本山伯太線,阿毘縁菅沢線,本山伯太線,31401,0,3.1,,5,,4,9,1.26,0,40.9,40.9,6,50
31601060010,多里伯太線,一般国道１８３号,安来伯太日南線,31401,0,9,,57,,56,113,1.09,0.02,32,32,7,50
31601060030,多里伯太線,安来伯太日南線,横田伯南線,31401,0,0.8,日野郡日南町茶屋,62,日野郡日南町茶屋,39,101,1.09,0.02,30.3,26.7,7,50
31601060040,多里伯太線,横田伯南線,阿毘縁菅沢線,31401,0,5.5,日野郡日南町茶屋,62,日野郡日南町茶屋,39,101,1.09,0.02,36.9,35.7,7,50
31601070010,横田伯南線,横田伯南線,安来伯太日南線,31401,0,6.7,,17,,19,36,1.16,0.01,44.7,44.7,6.5,40
31601070030,横田伯南線,多里伯太線,新見日南線,31401,0,12.4,,42,,57,99,1.09,0.02,45.1,45.7,7,40
31601080010,印賀奥出雲線,安来伯太日南線,印賀奥出雲線,31401,0,3.4,,195,,212,407,1.14,0.05,44.6,53.9,9,40
31601110010,神戸ノ上新見線,上石見黒坂停車場線,神戸上新見線,31401,0,5,,26,,25,51,1.33,0.01,41.6,41,10,40
31601120010,大佐日野線,一般国道１８１号,大佐日野線,31402,0,1.5,,27,,37,64,1.05,0.02,30.7,30.7,7,30
31601130010,上徳山俣野江府線,,一般国道１８１号,31403,0,9.5,日野郡江府町武庫,379,日野郡江府町武庫,435,814,1.16,0.11,47.2,47,7.5,50
31601140050,大山上福田線,倉吉江府溝口線,大山上福田線,31403,0,1,,744,,562,1306,1.23,0.16,45.2,47.4,8.4,40
31601140030,大山上福田線,大山上福田線,大山上福田線,31403,0,0.2,,744,,562,1306,1.23,0.16,26,26.2,8.4,40
31601140010,大山上福田線,大山上福田線,大山上福田線,31403,0,0.6,,744,,562,1306,1.23,0.16,18.3,18.4,8.4,40
31601150010,常藤関金線,常藤関金線,三朝町・倉吉市境,31364,0,1.2,,116,,129,245,1.12,0.5,24.9,25.9,3.5,60
31601150020,常藤関金線,三朝町・倉吉市境,福本関金線,31203,0,6.2,,116,,129,245,1.12,0.5,24.9,25.9,4.8,60
31601150030,常藤関金線,福本関金線,一般国道３１３号,31203,0,2,鳥取県倉吉市関金町関金宿,885,鳥取県倉吉市関金町関金宿,793,1678,1.23,0.86,34.3,35.9,4.8,60
31601150050,常藤関金線,一般国道３１３号,,31203,0,2.5,,113,,129,242,1.12,0.03,50.4,50.1,12.7,50
31601160010,羽出三朝線,羽出三朝線,大谷曹源寺線,31364,0,7.6,,48,,47,95,1.09,0.02,37,39.9,7,60
31601160020,羽出三朝線,大谷曹源寺線,一般国道４８２号,31364,0,0.9,,48,,47,95,1.09,0.02,27.5,31.7,7,60
31601170010,鱒返余戸線,,一般国道４８２号,31201,0,2.3,,100,,94,194,1.11,0.42,17.5,19,3.1,60
31601180010,加茂用瀬線,加茂用瀬線,一般国道５３号,31201,0,10.7,,,,,,,,42.8,38.4,7.7,60
31601190010,千谷蕪島線,千谷蕪島線,鳥取国府岩美線,31302,0,2.3,,19,,11,30,1.16,0,39.3,24.1,7,30
31601510010,倉吉東伯線,倉吉赤碕中山線,倉吉環状線,31203,0,1.5,鳥取県倉吉市別所,2417,鳥取県倉吉市別所,2418,4835,1.21,0.65,20.5,29,7.5,40
31601510020,倉吉東伯線,倉吉環状線,倉吉市・北栄町境,31203,0,5.8,鳥取県倉吉市別所,2417,鳥取県倉吉市別所,2418,4835,1.21,0.57,48.3,50.8,9.2,50
31601510030,倉吉東伯線,倉吉市・北栄町境,津原穴沢線,31372,0,0,鳥取県倉吉市別所,2417,鳥取県倉吉市別所,2418,4835,1.21,0.56,53.7,44.6,14.7,50
31601510040,倉吉東伯線,津原穴沢線,亀谷北条線,31372,0,0.3,,3912,,3867,7779,1.23,0.85,37.9,34.2,7.5,50
31601510050,倉吉東伯線,亀谷北条線,上大立大栄線,31372,0,0.4,,3912,,3867,7779,1.23,0.85,33.5,24,7.5,50
31601510060,倉吉東伯線,上大立大栄線,北栄町・琴浦町境,31372,0,2.8,鳥取県東伯郡北栄町亀谷,2214,鳥取県東伯郡北栄町亀谷,1971,4185,1.21,0.53,48.2,46.8,7.5,50
